compound,unround_eV,eV,symmetry_label,orbital_label,orbital_num
FePyr3Et,-12.5874,-12.59,  ,HOMO-4,139
FePyr3Et,-12.0123,-12.01,  ,HOMO-3,140
FePyr3Et,-11.5532,-11.55,  ,HOMO-2,141
FePyr3Et,-11.5408,-11.54,  ,HOMO-1,142
FePyr3Et,-9.9255,-9.93,  ,HOMO,143
FePyr3Et,-9.614,-9.61,  ,LUMO,144
FePyr3Et,-7.0567,-7.06,  ,LUMO+1,145
FePyr3Et,-6.9981,-7.0,  ,LUMO+2,146
FePyr3Et,-6.9429,-6.94,  ,LUMO+3,147
FePyr3Et,-6.9321,-6.93,  ,LUMO+4,148
